fund,category,proposal,overall_score,votes_cast,yes,no,result,meets_approval_threshold,requested,status,reason_for_not_funded_status,challenge,unnamed:_6,unnamed:_4,unnamed:_2,fund_depletion,requested_$,unnamed:_1,unnamed:_3,reason_for_not_approved_status,requested_ada,abstain,unnamed:_5,fund_size:,approve
Fund10,Development & Infrastructure,Complex Network Tools for Cardano: Funding a University Research Group,,250,21906676,142121232,-120214556,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,75000,,,,
Fund10,Development & Infrastructure,FluxusNetwork x Scaleway,,233,19700704,140341966,-120641262,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,95000,,,,
Fund10,Development & Infrastructure,PAAS - Smart Contract As a Service. A Quick and Low Cost Approach to Build dApps.,,328,39588574,162177497,-122588923,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,540000,,,,
Fund10,Development & Infrastructure,[CNS] Cardano Name Service,,354,24335379,148031495,-123696116,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,211000,,,,
Fund10,Development & Infrastructure,"Satellite Oracle: Cardano-based Measurement, Reporting and Verification (MRV) Platform for Environmental Protection and Restoration",,336,32980588,157642367,-124661779,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,360000,,,,
Fund10,Development & Infrastructure,Callisto - Cardano Mobile SDKs for iOS & Android platforms,,477,39755242,164761678,-125006436,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,1250000,,,,
Fund10,Development & Infrastructure,Providing Equal Access to Technology and Web 3.0 Through Resources and Education,,255,19771932,145209449,-125437517,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,75000,,,,
Fund10,Development & Infrastructure,To develop the means to introduce blockchain technology to the construction trades workforce. Using blockchain to create efficiencies in purchasing and scheduling.,,259,20428057,147234219,-126806162,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,75000,,,,
Fund10,Development & Infrastructure,Optimizing Display Technologies,,275,23551304,150808306,-127257002,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,309034,,,,
Fund10,Development & Infrastructure,The Goal Mechanism and Dynamics of Incentivized Compliance for Task and Goal Achievement,,229,16502799,145200913,-128698114,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,141613,,,,
Fund10,Development & Infrastructure,Bridging Blockchain Worlds: Bitcoin Ordinals on Cardano for Enhanced Liquidity,,330,28857681,157573410,-128715729,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,100000,,,,
Fund10,Development & Infrastructure,Standardizing Seamless Blockchain Integration for Unity Game Engine,,438,35422095,164509275,-129087180,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,690000,,,,
Fund10,Development & Infrastructure,Writers' Safe on Cardano,,268,19727944,153251314,-133523370,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,103449,,,,
Fund10,Development & Infrastructure,Cardano-Mendix plugin by the Landano team,,292,26080367,160188842,-134108475,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,498000,,,,
Fund10,Development & Infrastructure,"(CaaS) Coin as a Service for SmartDev3: Copyright, coding, and web3 development tokenization",,250,12765601,147591384,-134825783,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,210000,,,,
Fund10,Development & Infrastructure,Automated Rewards mechanisms for projects on Cardano,,312,21143372,157239670,-136096298,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,180000,,,,
Fund10,Development & Infrastructure,GreenCycle // Cardano Smart Waste and Recycling Management Solution powered by @energiasocial,,288,18524522,154684777,-136160255,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,75000,,,,
Fund10,Development & Infrastructure,Blockchain-Servitization Hub: Empowering African Startups,,319,22006406,158500176,-136493770,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,250000,,,,
Fund10,Development & Infrastructure,Wallet Hunter: Leveraging Blockchain Data for Targeted Web3 Growth,,252,14363319,152089581,-137726262,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,100000,,,,
Fund10,Development & Infrastructure,Servitization-Blockchain Accelerator: Revolutionizing Business Models,,290,18740071,156515233,-137775162,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,250000,,,,
Fund10,Development & Infrastructure,Development of a Haskell-EDSL Optimized for Open-Source Hardware for Scalable Sidechains on the Cardano Blockchain,,476,44474007,182938104,-138464097,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,660000,,,,
Fund10,Development & Infrastructure,"From Chaos to Clarity: Streamlining Legal and Infrastructure Challenges in the DAO Ecosystem. Research, Toolkit, Product ""On-Off-Chain Co"" & Education.",,332,25496024,165197418,-139701394,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,608000,,,,
Fund10,Development & Infrastructure,FluxusNetwork European investment security for Cardano,,294,22470277,163208585,-140738308,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,380000,,,,
Fund10,Development & Infrastructure,"Future Quest: the next-gen platform for X-prize style impact funding. We're a match-making incubator for high impact projects leveraging web3, community and science.",,271,17340501,162232598,-144892097,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,350000,,,,
Fund10,Development & Infrastructure,FiDa - Obtain Class IIGB regulatory status in the Bermuda Monetary Authority.,,267,13508671,158686155,-145177484,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,225000,,,,
Fund10,Development & Infrastructure,"ADAPIX - Buy & Sell ADA with R$ (Brazilian Reais), pay bills at millions of merchants and withdraw $ADA <-> Fiat on thousand of bank ATMs",,434,28105848,173285048,-145179200,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,398571,,,,
Fund10,Development & Infrastructure,"Crypto Jobs, Blockchain Talents & Recruiting Platform With a Job Aggregator from Multiple Tech Sites and Sources",,398,24092875,171740911,-147648036,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,244286,,,,
Fund10,Development & Infrastructure,"Rewards Without Borders: A Web2 Compatible, Cross-Chain Digital Collectibles Loyalty Program on Cardano",,295,23832622,172446457,-148613835,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,337000,,,,
Fund10,Development & Infrastructure,DRED cPoker integration,,288,16220149,165316256,-149096107,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,385000,,,,
Fund10,Development & Infrastructure,"We're a one-stop high integrity carbon data platform for companies, project developers and investors, leveraging 7-year blockchain supply chain traceability leadership and global clients",,293,18920254,169923113,-151002859,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,310000,,,,
Fund10,Development & Infrastructure,"DLT360: cardaLABS Business Application Sandbox - Powerful Web 3.0 Infrastructure, Playground and Expert Services for Commercial Clients",,312,21750177,185336267,-163586090,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,500000,,,,
Fund10,Development & Infrastructure,Nomos: Side-Chain & Cross-Chain Bridge for Cardano,,548,40438720,215704856,-175266136,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,6500000,,,,
Fund10,Development & Infrastructure,Use Cardano-native token to solve software development and usability problems,,492,26626429,204449484,-177823055,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,1666666,,,,
Fund10,Development & Infrastructure,MiCA EU Crypto Regulation Guideline,,838,33110538,267334514,-234223976,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,150000,,,,
Fund10,Development & Infrastructure,GDPR Compliance Guide,,803,27731038,271481462,-243750424,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,45000,,,,
Fund10,Development & Infrastructure,Bridging Cardano and Automobile OEMs,,812,25814446,276881646,-251067200,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,100000,,,,
Fund10,Development & Infrastructure,Digital Transformation of Car Insurance via Blockchain,,881,29400468,283624080,-254223612,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,150000,,,,
Fund10,Development & Infrastructure,Electric Vehicle Charging: Blockchain-Based Efficient Solutions,,834,25819822,282494038,-256674216,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,60000,,,,
Fund10,Development & Infrastructure,Blockchain-based Vehicle-to-Everything (V2X) Communication,,815,22328579,279662560,-257333981,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,60000,,,,
Fund10,Development & Infrastructure,Blockchain-Based Car Insurance Platform,,906,31647821,289496399,-257848578,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,300000,,,,
Fund10,Development & Infrastructure,Blockchain-Driven Carbon Credit System for Sustainable Mobility,,852,25620461,285836368,-260215907,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,300000,,,,
Fund10,Development & Infrastructure,Blockchain-based Carbon Credit Solutions in Transportation,,834,24576237,287407002,-262830765,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,150000,,,,
Fund10,Development & Infrastructure,Official Partnership with a Top German Car Manufacturer,,917,30548483,295066031,-264517548,NO,,NOT FUNDED,Approval Threshold,,,,,32092,,,,,450000,,,,
Fund10,Startups & Onboarding for Stude,Catalyst School : Chapter Indonesia in collab with Gadjah Mada University (UGM),,353,105347923,18702082,86645841,YES,,FUNDED,,,,,,371379,,,,,23421,,,,
Fund10,Startups & Onboarding for Stude,Oxford University student hub 'CardanOx' events and student onboarding,,328,73242632,17439775,55802857,YES,,FUNDED,,,,,,331899,,,,,39480,,,,
Fund10,Startups & Onboarding for Stude,CardanoCodex'23: A Hackathon Aiming to Increase Exposure for Cardano Within a Massive Developer Base,,328,61103223,21377733,39725490,YES,,FUNDED,,,,,,296233,,,,,35666,,,,
Fund10,Startups & Onboarding for Stude,Study guide for Marlow,,290,70295483,32490113,37805370,YES,,FUNDED,,,,,,281233,,,,,15000,,,,
Fund10,Startups & Onboarding for Stude,Universities Onboarding to Cardano,,382,69896373,34820680,35075693,YES,,FUNDED,,,,,,244273,,,,,36960,,,,
Fund10,Startups & Onboarding for Stude,Cardano for STEM Brazilian Students,,317,52839973,25305396,27534577,YES,,FUNDED,,,,,,204793,,,,,39480,,,,
Fund10,Startups & Onboarding for Stude,Cardano Blockchain Learning Clubs in DRCongo,,275,51803600,25870874,25932726,YES,,FUNDED,,,,,,168793,,,,,36000,,,,
Fund10,Startups & Onboarding for Stude,Cardano Education for Ethiopian Universities,,354,57285832,33004217,24281615,YES,,FUNDED,,,,,,129313,,,,,39480,,,,
Fund10,Startups & Onboarding for Stude,Cardano blockchain course for hispanic speakers,,282,56429297,33917368,22511929,YES,,FUNDED,,,,,,114313,,,,,15000,,,,
Fund10,Startups & Onboarding for Stude,🇻🇳 Vietnam Cardano Catalyst - NFT Exchange testing and development environment helps young people approach with the Web3.0 platform,,306,49219111,29012091,20207020,YES,,FUNDED,,,,,,82313,,,,,32000,,,,
Fund10,Startups & Onboarding for Stude,[3] Student-Driven Demonstration of the Use of SSI and the Cardano Blockchain to Capture their Cardano Blockchain Skills,,226,33821901,17031171,16790730,YES,,FUNDED,,,,,,64513,,,,,17800,,,,
Fund10,Startups & Onboarding for Stude,Unified Cardano Student Club Nigeria,,283,49469976,35313270,14156706,YES,,FUNDED,,,,,,25113,,,,,39400,,,,
Fund10,Startups & Onboarding for Stude,CWIC (Cantonese Women In Cardano),,251,52909950,39526492,13383458,NO,,NOT FUNDED,Approval Threshold,,,,,25113,,,,,32000,,,,
Fund10,Startups & Onboarding for Stude,Cardano Student Blockchain Ambassador Program,,253,40584015,27671676,12912339,YES,,FUNDED,,,,,,113,,,,,25000,,,,
Fund10,Startups & Onboarding for Stude,Scale up Catalyst Campus Train,,261,39736684,27067126,12669558,YES,,NOT FUNDED,Over Budget,,,,,113,,,,,38050,,,,
Fund10,Startups & Onboarding for Stude,"Cardano for 100,000+ Ethiopian students",,340,54606350,42988439,11617911,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,30000,,,,
Fund10,Startups & Onboarding for Stude,🇻🇳 Developing a trial auction platform to help users avoid the risks of losing money and missing out on successful auction opportunities due to lack of experience in auctions on exchanges.,,257,48590997,37536630,11054367,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,30000,,,,
Fund10,Startups & Onboarding for Stude,Fund 6 months of part-time student internship at Harmonic Laboratories,,253,43748452,32828129,10920323,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,39480,,,,
Fund10,Startups & Onboarding for Stude,Pond - Empowering students to innovate on Cardano,,242,43363250,32666856,10696394,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,32000,,,,
Fund10,Startups & Onboarding for Stude,Onboarding Turkish students through Workshops,,277,39496396,30600618,8895778,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,35000,,,,
Fund10,Startups & Onboarding for Stude,Latin America Student Onboarding,,308,36081017,28239233,7841784,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,29507,,,,
Fund10,Startups & Onboarding for Stude,FUNINTEC: Cardano Blockchain Technology-Based Incubator for undergraduate and postgraduate students of universities in Venezuela,,237,38093566,30602534,7491032,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,39000,,,,
Fund10,Startups & Onboarding for Stude,YouTube Content about Cardano and Catalyst dedicated for the French Blockchain community.,,270,46862458,40061961,6800497,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,20000,,,,
Fund10,Startups & Onboarding for Stude,French business and tech students for Catalyst,,253,37643749,31651099,5992650,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,28100,,,,
Fund10,Startups & Onboarding for Stude,Haskell and Plutus Course in Vietnamese,,291,39152242,35107872,4044370,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,30000,,,,
Fund10,Startups & Onboarding for Stude,Fostering Scientific Research on Cardano,,265,31382413,29015047,2367366,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,35000,,,,
Fund10,Startups & Onboarding for Stude,Blockchain Entrepreneurship Incubation Summit -- A Focus on onboarding students and startups,,258,29221232,26893505,2327727,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,16975,,,,
Fund10,Startups & Onboarding for Stude,Engaging The French Students in a Blockchain Kowledge-Based Competition to Facilitate Their Insersion Into the Ecosystem,,246,38840412,36614115,2226297,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,32050,,,,
Fund10,Startups & Onboarding for Stude,Supporting Student Blockchain Startups through Catalyst,,250,35004191,33189044,1815147,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,38000,,,,
Fund10,Startups & Onboarding for Stude,The GOMA Wada Hub onboarding Students program,,255,32459020,30764673,1694347,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,39200,,,,
Fund10,Startups & Onboarding for Stude,Onboarding Young Digital Artists into the Cardano Ecosystem,,288,27975518,26454568,1520950,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,38000,,,,
Fund10,Startups & Onboarding for Stude,Tamper-proof Certificate System,,301,30982079,30112854,869225,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,24100,,,,
Fund10,Startups & Onboarding for Stude,Catalyst Hackathon (Festival of Innovation),,260,35755263,34918144,837119,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,34282,,,,
Fund10,Startups & Onboarding for Stude,Youth Blockchain and Crypto Entrepreneurship Program,,255,29073860,28565023,508837,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,34000,,,,
Fund10,Startups & Onboarding for Stude,Onboarding Software engineering students to Cardano.,,272,33523803,35960548,-2436745,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,21589,,,,
Fund10,Startups & Onboarding for Stude,The FUNINTEC's student Hubs: The cascade effect in the Project Catalyst and Cardano,,223,30293261,32856179,-2562918,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,33000,,,,
Fund10,Startups & Onboarding for Stude,Self Sustainable Cardano Student Incubator Sri Lanka,,228,24177061,28088727,-3911666,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,20000,,,,
Fund10,Startups & Onboarding for Stude,Owning a challenge in a student hackathon about Sustainable Finance to help Cardano ecosystem grow and have new opportunitiesand,,254,26169109,31529008,-5359899,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,38660,,,,
Fund10,Startups & Onboarding for Stude,Catalyst Campus Invasion: Students Ignite,,264,33276135,38792360,-5516225,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,39400,,,,
Fund10,Startups & Onboarding for Stude,WEB3 Gaming Guild for students,,294,43551113,49398363,-5847250,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,39000,,,,
Fund10,Startups & Onboarding for Stude,Gateway To Blockchain -- A Student Learning Centre,,265,25327413,31609889,-6282476,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,39480,,,,
Fund10,Startups & Onboarding for Stude,Supporting OpenLitterMap Events,,251,30620873,38317580,-7696707,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,39480,,,,
Fund10,Startups & Onboarding for Stude,Campus PitchFest National TV Show,,270,32832566,41983818,-9151252,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,39400,,,,
Fund10,Startups & Onboarding for Stude,CARDANO NET,,233,21062635,32176084,-11113449,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,35500,,,,
Fund10,Startups & Onboarding for Stude,"Provide an intermediary platform that helps users without blockchain knowledge still have easy to track transaction history for NFTs, increasing the safety of NFT transactions.",,227,21105750,32250541,-11144791,NO,,NOT FUNDED,Approval Threshold,,,,,113,,,,,16000,,,,
