fund,category,proposal,yes,no,votes_cast,requested amount,status,overall_score
Fund7,"Grow Latin America, Grow Cardan",ATALA Prism in Chaco,36386215,14944128,138,24000,NOT FUNDED,3.67
Fund7,"Grow Latin America, Grow Cardan",Documental Vamos a cambiar el Mundo,36844361,19181872,199,70000,NOT FUNDED,3.89
Fund7,"Grow Latin America, Grow Cardan",CardAgro - a Marketplace for Agro,30106534,17906632,136,69000,NOT FUNDED,4
Fund7,"Grow Latin America, Grow Cardan",STEM TERRITORY  Online Courses,33107224,22522365,143,16000,NOT FUNDED,4.21
Fund7,"Grow Latin America, Grow Cardan",Meetup Northeast Argentina 2022,31312710,21280529,127,9500,NOT FUNDED,3.89
Fund7,"Grow Latin America, Grow Cardan",Test DAO at Latam Public Spaces,28370420,22929252,120,24000,NOT FUNDED,4.08
Fund7,"Grow Latin America, Grow Cardan", dVote - LATAM  AtalaPRISM,25272942,20949797,148,98489,NOT FUNDED,3.2
Fund7,"Grow Latin America, Grow Cardan",LovelaceAcademy translation Spanish,20112421,17836432,131,7500,NOT FUNDED,2.33
Fund7,"Grow Latin America, Grow Cardan","Token issuance, backed by land",26469336,28162822,138,185000,NOT FUNDED,3.71
Fund7,"Grow Latin America, Grow Cardan",Cardano Community Development,20608133,22410476,136,50000,NOT FUNDED,1.93
Fund7,"Grow Latin America, Grow Cardan","Peace Blockchain Study, Colombia",15775502,18757996,106,7000,NOT FUNDED,3.28
Fund7,"Grow Latin America, Grow Cardan",Living Waters Costa Rica,16179603,19174543,117,10000,NOT FUNDED,2.87
Fund7,"Grow Latin America, Grow Cardan",Democratising Blockchain in Latam,16674719,19819013,116,50000,NOT FUNDED,2.67
Fund7,"Grow Latin America, Grow Cardan",Decentralized Music Platform LatAm,15844399,20454490,117,30000,NOT FUNDED,2.67
Fund7,"Grow Latin America, Grow Cardan",Demystify Blockchain in LATAM,17244167,22123703,115,20000,NOT FUNDED,2.19
Fund7,"Grow Latin America, Grow Cardan",Lovelace translation Portuguese,18382890,23857127,148,7500,NOT FUNDED,3.08
Fund7,"Grow Latin America, Grow Cardan",SOIL: Regional education,15473412,21179738,110,42,NOT FUNDED,2.33
Fund7,"Grow Latin America, Grow Cardan","Clean water, raise awareness.",16642348,22763579,122,58413,NOT FUNDED,2.22
Fund7,"Grow Latin America, Grow Cardan",NFT MARKETPLACE LATIN AMERICA,15248102,21926121,111,25000,NOT FUNDED,2.2
Fund7,"Grow Latin America, Grow Cardan",Nourish LATAM: Spirulina & Cardano,14841985,22414535,113,50000,NOT FUNDED,2.1
Fund7,"Grow Latin America, Grow Cardan",Real Estate Dao,15747924,23909837,126,90000,NOT FUNDED,1.61
Fund7,"Grow Latin America, Grow Cardan",Building a relevant community,15215765,23593271,120,50000,NOT FUNDED,1.53
Fund7,"Grow Latin America, Grow Cardan",Influencers as Ambassadors Brazil,14917737,23296983,127,12000,NOT FUNDED,1.38
Fund7,"Grow Latin America, Grow Cardan",Latin American artists,15040054,24380187,119,50000,NOT FUNDED,1.9
Fund7,"Grow Latin America, Grow Cardan",Technical school for Latin America,16278050,25765118,121,7500,NOT FUNDED,3.28
Fund7,"Grow Latin America, Grow Cardan",Marketplace P2P,15458415,26287918,149,300000,NOT FUNDED,1.25
Fund7,"Grow Latin America, Grow Cardan",Grow the avocado producer,14484145,25382215,138,100000,NOT FUNDED,1.27
Fund7,"Grow Latin America, Grow Cardan",Blockchain Latam Ecosystem Mapping,15895094,27378965,114,30000,NOT FUNDED,3.17
Fund7,Improve and Grow Auditability,DAO-NET: Auditor DAO,123247980,1769307,540,19000,FUNDED,4.89
Fund7,Improve and Grow Auditability,Community Governance Oversight,106897295,1457504,301,19100,FUNDED,4.6
Fund7,Improve and Grow Auditability,Progress and KPI reporting tool,89440334,1188175,386,16100,FUNDED,4.67
Fund7,Improve and Grow Auditability,Impact Measurements Tool - research,80655537,3413220,276,6000,FUNDED,4.6
Fund7,Improve and Grow Auditability,2MIN REVIEW Integrated Platform,75794600,3637313,161,12298,FUNDED,3.8
Fund7,Improve and Grow Auditability,A portal to audit and release funds,72708443,2198144,172,9000,FUNDED,3.77
Fund7,Improve and Grow Auditability,Catalyst Audit Circle,67964646,1382596,276,12700,FUNDED,4.5
Fund7,Improve and Grow Auditability,Translation for Proposal API DATA,35990947,7496685,110,3475,FUNDED,3
Fund7,Improve and Grow Auditability,GOV: Funded Proposer Experience,33451060,13584858,135,15000,NOT FUNDED,3.67
Fund7,Improve and Grow Auditability,Auditability through film and media,26645810,18739777,119,9000,NOT FUNDED,3.5
Fund7,Improve and Grow Auditability,Project Audits by Challenge Teams,23195808,17796301,137,45000,NOT FUNDED,3.61
Fund7,Improve and Grow Auditability,Financial Audit Taskforce,19513694,21950380,115,25000,NOT FUNDED,2.73
Fund7,Improve and Grow Auditability,Game development update podcast,17054967,21134093,110,4500,NOT FUNDED,3.42
Fund7,Improve and Grow Auditability,Elevated Project Management Process,15067177,20549664,95,12000,NOT FUNDED,2.33
Fund7,Improve and Grow Auditability,SOIL: Auditable E-Commerce,16979811,23536557,102,42,NOT FUNDED,1.67
Fund7,Improve and Grow Auditability,Schedule Standard Audit Template,17442081,26131878,108,5000,NOT FUNDED,1.28
Fund7,Lobbying for favorable legislat,Survey+Lobbying of Japanese Law,242837633,4324222,668,3000,FUNDED,4.48
Fund7,Lobbying for favorable legislat,DAO-NET: Legal Defense DAO,185973774,7022171,1190,25000,FUNDED,4.78
Fund7,Lobbying for favorable legislat,Examine PoS-Advantages of Cardano,190430875,12904681,1486,7500,FUNDED,4.92
Fund7,Lobbying for favorable legislat,Influencing Policy for Adoption,170871113,15260329,1336,14000,FUNDED,4.78
Fund7,Lobbying for favorable legislat,Colombian Congress Cardano,126426982,4706993,479,4500,FUNDED,4.39
Fund7,Lobbying for favorable legislat,Transforming Regulatory Risks,115186197,14916310,678,7500,FUNDED,4.61
Fund7,Lobbying for favorable legislat,Crypto4Europe advocacy in Brussels,98783855,15499742,788,29850,NOT FUNDED,4
Fund7,Lobbying for favorable legislat,Crypto regulations in India,69273469,8127834,319,9000,FUNDED,3.44
Fund7,Lobbying for favorable legislat,Network of policy advocates,72605933,14968072,386,9700,NOT FUNDED,4
Fund7,Lobbying for favorable legislat,The Immutable Research Institute,66505100,26278040,409,15000,NOT FUNDED,3.81
Fund7,Lobbying for favorable legislat,Friends of Cardano (US Chapter),52662554,19003149,370,12750,NOT FUNDED,3.78
Fund7,Lobbying for favorable legislat,Legal Framework for ICOs in US,51444648,28145846,389,35000,NOT FUNDED,3.76
Fund7,Lobbying for favorable legislat,Study and Pilot in Colombia,40137061,19022659,276,5000,NOT FUNDED,3.67
Fund7,Lobbying for favorable legislat,Focus on MiCA regulation in the EU,41073008,28589074,339,35000,NOT FUNDED,3.67
Fund7,Lobbying for favorable legislat,SOIL: E-Commerce legal templates,23720876,26025684,258,42,NOT FUNDED,2
Fund7,Lobbying for favorable legislat,United States Of Crypto,29895968,33477834,359,20000,NOT FUNDED,3.33
Fund7,Lobbying for favorable legislat,Lobby Ethiopia,24811277,31876696,286,30000,NOT FUNDED,3.24
Fund7,Lobbying for favorable legislat,Multilingual Communication Centre,19235925,34241032,302,20000,NOT FUNDED,1.71
Fund7,MiniLow-Budget Dapps & Integrat,Ada payment link generator,109466101,12370938,529,10000,FUNDED,4.6
Fund7,MiniLow-Budget Dapps & Integrat,CardaBot: telegram bot with tipping,94980369,2070922,207,10000,FUNDED,4.21
Fund7,MiniLow-Budget Dapps & Integrat,Ada Donation Widget,87684778,3025214,285,10000,FUNDED,4.42
Fund7,MiniLow-Budget Dapps & Integrat,Revenue Share Token Smart Contract,79598756,3158807,204,10000,FUNDED,4.17
Fund7,MiniLow-Budget Dapps & Integrat,1st universal E-learning connector,78339375,3740072,183,9999,FUNDED,4.33
Fund7,MiniLow-Budget Dapps & Integrat,Loyalty Tokens for Businesses,67278200,3518798,147,9800,FUNDED,3.67
Fund7,MiniLow-Budget Dapps & Integrat,Tales In The Blocks|Collab-writing,61747111,3601739,150,9960,FUNDED,4.21
Fund7,MiniLow-Budget Dapps & Integrat,Small Change Wallet,63853427,11189195,232,9000,FUNDED,4.44
Fund7,MiniLow-Budget Dapps & Integrat,Endubis Messenger Wallet,41177797,9782028,97,8000,FUNDED,3.08
Fund7,MiniLow-Budget Dapps & Integrat,Rarety - SC based NFT drop platform,36779820,16138330,139,10000,FUNDED,3.93
Fund7,MiniLow-Budget Dapps & Integrat,3D Design and Print NFT Spacecoins,37138927,16953773,130,10000,FUNDED,3.92
Fund7,MiniLow-Budget Dapps & Integrat,A Community Vesting Dapp,29201344,19810993,106,10000,FUNDED,3.11
Fund7,MiniLow-Budget Dapps & Integrat,smart contract tutoring,27692806,20410705,153,10000,FUNDED,3.87
Fund7,MiniLow-Budget Dapps & Integrat,Qinesis: QiGong & mindfulness Dapp,20972038,16295550,115,9800,FUNDED,3.87
Fund7,MiniLow-Budget Dapps & Integrat,Mobile App: NFT/Token Gallery,20955040,16432174,110,7000,FUNDED,3.75
Fund7,MiniLow-Budget Dapps & Integrat,Seed Liquidity Pools for NFT DeFi,20794674,16516091,110,9999,FUNDED,3.78
Fund7,MiniLow-Budget Dapps & Integrat,The Tipchecker,20231918,19040444,106,3000,NOT FUNDED,3.11
Fund7,MiniLow-Budget Dapps & Integrat,Wall of Gum - A Novel Virtual Place,17924295,18535453,93,9750,NOT FUNDED,3.42
Fund7,MiniLow-Budget Dapps & Integrat,Indigo NFT for Sustainable Fashion,14579320,15194530,96,10000,NOT FUNDED,1.44
Fund7,MiniLow-Budget Dapps & Integrat,Receipt Wallet,18232278,20535998,98,10000,NOT FUNDED,2.33
Fund7,MiniLow-Budget Dapps & Integrat,Cardano Discord Integration,17460265,20081098,108,5000,NOT FUNDED,1.67
Fund7,MiniLow-Budget Dapps & Integrat,Trust Funds by Ada,15393595,20882981,92,10000,NOT FUNDED,2.67
Fund7,MiniLow-Budget Dapps & Integrat,Native Collections (CNFT Pinterest),16914849,22707188,99,7500,NOT FUNDED,1.27
Fund7,MiniLow-Budget Dapps & Integrat,QR Code NFT Distribution Tool,15614848,22564062,99,10000,NOT FUNDED,1.67
Fund7,MiniLow-Budget Dapps & Integrat,ODEURADA,14450385,22022002,92,10000,NOT FUNDED,1.89
Fund7,MiniLow-Budget Dapps & Integrat,Decentralised Dating Application,15700351,23609500,106,10000,NOT FUNDED,2.1
Fund7,MiniLow-Budget Dapps & Integrat,Flat Rules Based Abstracted P2P Net,15469881,25839643,124,100000,NOT FUNDED,1.05
Fund7,Miscellaneous Challenge,The Cardano Carbon Footprint,110392950,6341007,448,28000,FUNDED,5
Fund7,Miscellaneous Challenge,GameChanger: Ledger HW support,104219796,4769078,395,4980,FUNDED,5
Fund7,Miscellaneous Challenge,Milkomeda ADA Audit,112760382,13980804,276,40000,FUNDED,3.44
Fund7,Miscellaneous Challenge,Loxe Inc. Plutus Internship Program,100720510,3756785,256,9000,FUNDED,4.75
Fund7,Miscellaneous Challenge,Onboard Manufacturing Industry !,94830899,4985710,235,7500,FUNDED,4.78
Fund7,Miscellaneous Challenge,Industry Presentation Kit,82267782,3611305,202,7500,FUNDED,4.67
Fund7,Miscellaneous Challenge,University/College Outreach,79823487,5580265,134,4900,FUNDED,4.11
Fund7,Miscellaneous Challenge,Create Teaming Agreement Templates,77883981,4012871,172,7000,FUNDED,4.58
Fund7,Miscellaneous Challenge,CC Admin Team Scope Expansion,71195689,3205952,179,15000,FUNDED,4.53
Fund7,Miscellaneous Challenge,Catalyst Circle Mentorship,72145436,4789758,250,10000,FUNDED,4.83
Fund7,Miscellaneous Challenge,Catalyst Circle Treasury Management,70138850,3679374,142,11400,FUNDED,4.27
Fund7,Miscellaneous Challenge,Cardano Ambassadors Catalyst Guild,70839788,5384707,144,10000,FUNDED,4.33
Fund7,Miscellaneous Challenge,SustainableADA Goals Token Research,69544577,6581748,168,6000,FUNDED,4.67
Fund7,Miscellaneous Challenge,CCv3: Sustaining the Circle,63024634,1406005,186,6000,FUNDED,4.58
Fund7,Miscellaneous Challenge,Showcase Film Industry Use-Case,66957210,7262565,143,49400,NOT FUNDED,4.19
Fund7,Miscellaneous Challenge,Catalyst Swarm Operations,61219224,4424347,209,8000,FUNDED,4.67
Fund7,Miscellaneous Challenge,Project Evaluation Website,64936281,13114992,333,16875,FUNDED,4.96
Fund7,Miscellaneous Challenge,Ekphrasis Gitbook,59069592,11048959,197,4350,FUNDED,4.89
Fund7,Miscellaneous Challenge,Carbon Footprint Ledger,66550243,23302303,423,14000,NOT FUNDED,5
Fund7,Miscellaneous Challenge,DLT Governance Classification,67852238,24674389,268,10000,NOT FUNDED,5
Fund7,Miscellaneous Challenge,Cardano Film Studios,49156066,10958223,107,37500,NOT FUNDED,3.33
Fund7,Miscellaneous Challenge,Win-Win Web Dev Internship Program,42589891,19685824,127,9000,NOT FUNDED,4
Fund7,Miscellaneous Challenge,Outreach Campaign,41291732,20098053,145,19200,NOT FUNDED,4.44
Fund7,Miscellaneous Challenge,RAZ Finance: Decentralized Impact,38612134,18834945,99,30000,NOT FUNDED,3.89
Fund7,Miscellaneous Challenge,ADA Holder Engagement Survey - AIM,38118072,23054346,131,50000,NOT FUNDED,4.17
Fund7,Miscellaneous Challenge,Cardano enabled sustainable food,36870030,21848788,120,40000,NOT FUNDED,4.11
Fund7,Miscellaneous Challenge,NANO Frames - Digital CNFT Frames,34202711,20578881,110,40000,NOT FUNDED,4.08
Fund7,Miscellaneous Challenge,Candy Pop-Up Campaign,26597490,15239546,93,15000,NOT FUNDED,3.83
Fund7,Miscellaneous Challenge,ADAGLASS Data Intelligence Platform,27701499,18772501,93,28525,NOT FUNDED,3.78
Fund7,Miscellaneous Challenge,DLT Classification offside the hype,32135320,25354978,119,10000,NOT FUNDED,4.44
Fund7,Miscellaneous Challenge,Cardano Cube - Ecosystem Overview,24571539,18458048,120,45000,NOT FUNDED,3.83
Fund7,Miscellaneous Challenge,GameChanger: Most required features,22259689,17230926,112,9000,NOT FUNDED,3.89
Fund7,Miscellaneous Challenge,Technical Resource Pool,19825500,16127770,87,12000,NOT FUNDED,3.6
Fund7,Miscellaneous Challenge,Cryptocurrency Exchange for Africa,20360699,18731587,111,55000,NOT FUNDED,3.75
Fund7,Miscellaneous Challenge,Researching CNFTs at Uni of Oxford,23687739,24749288,130,17000,NOT FUNDED,3.92
Fund7,Miscellaneous Challenge,SOLID - IDO (Solidarity platform),17299352,18801623,81,30000,NOT FUNDED,3.78
Fund7,Miscellaneous Challenge,blockchain based Dating App,20248974,22201814,96,19000,NOT FUNDED,3.17
Fund7,Miscellaneous Challenge,Cardano Caravan for Advisors,18313057,20720796,97,2000,NOT FUNDED,2.97
Fund7,Miscellaneous Challenge,NFTs for a better world,17273539,19769877,87,40000,NOT FUNDED,3.67
Fund7,Miscellaneous Challenge,Near Field Query tap authentication,19382082,22003117,92,35000,NOT FUNDED,3.67
Fund7,Miscellaneous Challenge,Feature Film Onboarding Hollywood,26996002,29699924,111,60000,NOT FUNDED,3.56
Fund7,Miscellaneous Challenge,WILD NFT,16355369,19596400,85,58000,NOT FUNDED,3.58
Fund7,Miscellaneous Challenge,Incrypture- Structured-FI Education,17023224,21024161,86,15000,NOT FUNDED,2.92
Fund7,Miscellaneous Challenge,Cardano NFT Search Engine,18132182,23027785,96,30000,NOT FUNDED,2.5
Fund7,Miscellaneous Challenge,Native Tokenomics Template,16975383,21960801,85,10000,NOT FUNDED,1.33
Fund7,Miscellaneous Challenge,NFT Floor-Update,17317311,22718091,87,35000,NOT FUNDED,2.2
Fund7,Miscellaneous Challenge,ADA Token to Combat Homelessness,16815229,22314785,94,40000,NOT FUNDED,3.47
Fund7,Miscellaneous Challenge,AI in geological analysis,16938466,22524386,95,8000,NOT FUNDED,1.2
Fund7,Miscellaneous Challenge,Research DAO,21536729,27534651,126,100000,NOT FUNDED,3.78
Fund7,Miscellaneous Challenge,SCAMADA SOS,14752826,21340930,79,14000,NOT FUNDED,2.39
Fund7,Miscellaneous Challenge,NFT Vetted Calendar,16653759,23291178,89,29000,NOT FUNDED,1.78
Fund7,Miscellaneous Challenge,Formulating a Community Defense,15357377,22349324,85,26500,NOT FUNDED,3.08
Fund7,Miscellaneous Challenge,Philanthropy & positive change,15288534,22567284,85,18000,NOT FUNDED,2.73
Fund7,Miscellaneous Challenge,Ubuntu Contributionism,16899928,24453984,103,100000,NOT FUNDED,1.89
Fund7,Miscellaneous Challenge,Africans acquiring ADA through USSD,17261589,24862827,100,180000,NOT FUNDED,1.94
Fund7,Miscellaneous Challenge,Train 100 Math teachers in Africa,14966432,22695000,97,20000,NOT FUNDED,2.09
Fund7,Miscellaneous Challenge,Science Hyperspace on Cardano,16572112,24307796,93,12000,NOT FUNDED,1.72
Fund7,Miscellaneous Challenge,ADA 4 Science,15586089,23639594,96,200000,NOT FUNDED,2.21
Fund7,Miscellaneous Challenge,SAVINGS CULTURE AMONG THE UNBANKED,14861967,22922372,86,30000,NOT FUNDED,2.33
Fund7,Miscellaneous Challenge,Art at the Edge of The Universe,15266504,23692269,96,130000,NOT FUNDED,2.83
Fund7,Miscellaneous Challenge,Real world products,14927288,24246473,105,100000,NOT FUNDED,2.14
Fund7,Miscellaneous Challenge,NFTree protocol,14558267,24750076,97,70000,NOT FUNDED,1.48
Fund7,Miscellaneous Challenge,Cardano/Lokole Network integration,17253791,27916791,87,12000,NOT FUNDED,3
Fund7,Miscellaneous Challenge,Staking for Children,19102750,30037257,113,200000,NOT FUNDED,3
Fund7,Miscellaneous Challenge,Cardano Eco-Village of the Future,17657449,29406132,98,15000,NOT FUNDED,3.07
Fund7,Miscellaneous Challenge,Content Synchronization using Audio,14372454,26586718,108,100000,NOT FUNDED,1.2
Fund7,Miscellaneous Challenge,Cardano & Mental Health,16368933,28791320,100,22725,NOT FUNDED,3.08
Fund7,Miscellaneous Challenge,3D printer hardware interface,16135994,29474122,100,50000,NOT FUNDED,3.38
Fund7,Multilingual resources,Eastern Town Hall Language Support,116913654,1364103,443,15000,FUNDED,4.8
Fund7,Multilingual resources,Onboard German Industry !,110151578,2568509,397,7500,FUNDED,4.75
Fund7,Multilingual resources,Sustainable Hub for All Backgrounds,104962574,2662333,327,12500,FUNDED,4.75
Fund7,Multilingual resources,Cardano in Spanish,99912313,1758075,314,6000,FUNDED,4.6
Fund7,Multilingual resources,Cardano Text Resources in Chinese,87388498,3232209,304,5572,FUNDED,4.6
Fund7,Multilingual resources,Cardano Center Poland web & socials,82863957,2911041,247,8000,FUNDED,4.67
Fund7,Multilingual resources,GameChanger: Spanish and Portuguese,78705052,1734337,304,5000,FUNDED,4.61
Fund7,Multilingual resources,Presenting auf Deutsch !,71921851,4001360,173,7500,FUNDED,4.42
Fund7,Multilingual resources,Cardano Catalyst TV,70127369,3064647,167,3900,FUNDED,4.21
Fund7,Multilingual resources,Community Web Portal in Bahasa,67293066,2046886,144,2950,FUNDED,4.31
Fund7,Multilingual resources,DAO-NET: Multilingual Translation,68055931,3385966,174,19000,FUNDED,4.33
Fund7,Multilingual resources,Chinese Discord+Telegram groups,69331539,6362243,169,8366,NOT FUNDED,4.33
Fund7,Multilingual resources,Japanese Cardano Crash Course Video,66552398,3779372,133,10000,NOT FUNDED,3.76
Fund7,Multilingual resources,"Milkomeda documentation(JP, KR, ZH)",73695928,17060278,222,4000,FUNDED,3
Fund7,Multilingual resources,Blockchaintranslation.io Part3:BLOG,55815307,4081231,109,8900,NOT FUNDED,4.07
Fund7,Multilingual resources,Advanced Cross-Translation Service,50969715,4685370,108,11500,NOT FUNDED,3.93
Fund7,Multilingual resources,Scale-UP Wada's Translation FRENCH+,59084931,14091985,201,7000,NOT FUNDED,4.38
Fund7,Multilingual resources,Children write African stories,49429037,6412080,113,2000,FUNDED,3.1
Fund7,Multilingual resources,  - CARDANO AMHARIC PODCAST,48941423,6632132,106,3500,NOT FUNDED,3.72
Fund7,Multilingual resources,Cardano Hub Indonesia-Video Series,50924622,15969795,136,9500,NOT FUNDED,4.21
Fund7,Multilingual resources,Townhall Channel in Vietnamese,49591230,14876190,205,17100,NOT FUNDED,4.6
Fund7,Multilingual resources,2Min Review by Vietnamese Voices,49293908,15218433,229,18480,NOT FUNDED,4.67
Fund7,Multilingual resources,Konma Upskill,45165185,17869049,119,20100,NOT FUNDED,4.3
Fund7,Multilingual resources,PLUTUS/CATALYST RESOURCE IN SWAHILI,33285853,8055897,109,20000,NOT FUNDED,3.38
Fund7,Multilingual resources,Multilingual dynamic Q&A,27745280,10952859,98,4700,NOT FUNDED,3.33
Fund7,Multilingual resources,Vietnamese-English BlockChain Video,28270508,14868761,120,17940,NOT FUNDED,3.78
Fund7,Multilingual resources,Translation - Ukrainian - Russian,18662376,18609744,114,9800,NOT FUNDED,2.9
Fund7,Multilingual resources,Educational materials about Cardano,17694750,19250772,116,15000,NOT FUNDED,3.72
