Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Category,Ccy,proposal_id,URL,No. Assessments,# valid reviews,"# allocated
(out of valid)",% of valid,"% of allocated
(out of valid)","Impact
score","Feasibility
score","Value for money
score"
Fund11,Adafilms - Wada documentary distribution,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/adafilms-wada-documentary-distribution,3.92,236,31137775,7650055,0,31137775,NO,95000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,111800,https://app.ideascaleapp.eu/t/UCNZfCx,53,38,32,71.70%,84.21%,3.99,3.88,3.88
Fund11,Adafro Labs Uganda Hackathon,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/adafro-labs-uganda-hackathon,3.77,218,37102560,12702116,0,37102560,NO,54484,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,114045,https://app.ideascaleapp.eu/t/UCNZfol,48,36,35,75.00%,97.22%,3.98,3.59,3.75
Fund11,"AdaHold: Decentralized Price-Can-Only-Go-Up Token, Solution For TRUE Ada Hodlers - Smart Contract",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/adahold-decentralized-price-can-only-go-up-token-solution-for-true-ada-hodlers-smart-contract,3.12,402,87634689,17967969,0,87634689,YES,99700,FUNDED,5513454,,Cardano Use Cases Concept,ADA,111587,https://app.ideascaleapp.eu/t/UCNZe9S,52,33,30,63.46%,90.91%,3.2,3.16,2.99
Fund11,AdaLink: Affiliate Network for SPO Growth,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/adalink-affiliate-network-for-spo-growth-c4b56,3.95,430,75622208,17231440,0,75622208,YES,100000,FUNDED,4934954,,Cardano Use Cases Concept,ADA,114062,https://app.ideascaleapp.eu/t/UCNZfo2,55,32,29,58.18%,90.63%,4.3,3.92,3.63
Fund11,AdaLink: Frenchie Dex,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/adalink-frenchie-dex,3.59,317,50237215,18585619,0,50237215,YES,296100,NOT FUNDED,31676,Over Budget,Cardano Use Cases Solution,ADA,114064,https://app.ideascaleapp.eu/t/UCNZfo4,45,33,33,73.33%,100.00%,3.79,3.55,3.42
Fund11,AdaPulse: Independent Media Outlet,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/adapulse-independent-media-outlet-4e957,3.97,295,67612631,13490729,0,67612631,YES,183115,FUNDED,5548320,,Cardano Open Ecosystem,ADA,114363,https://app.ideascaleapp.eu/t/UCNZfty,57,46,43,80.70%,93.48%,4.25,3.91,3.74
Fund11,AdaQuest - Dungeon Crawler - Vertical Slice 1.0,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/adaquest-dungeon-crawler-vertical-slice-10,4.25,350,43874472,33842055,0,43874472,NO,300000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,114073,https://app.ideascaleapp.eu/t/UCNZfpD,55,40,39,72.73%,97.50%,4.26,4.26,4.22
Fund11,AdaQuest Mobile - Tournaments,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/adaquest-mobile-tournaments-4dccb,4.07,345,31733742,17594019,0,31733742,NO,55500,NOT FUNDED,27529,Approval Threshold,Cardano Use Cases Product,ADA,111464,https://app.ideascaleapp.eu/t/UCNZe7R,67,48,34,71.64%,70.83%,4.04,4.12,4.04
Fund11,AdaStat Cardano Explorer - Open Source Improved Reboot towards a first-class community blockchain explorer,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/adastat-cardano-explorer-open-source-improved-reboot-towards-a-first-class-community-blockchain-explorer,3.93,531,160550526,10993372,0,160550526,YES,180300,FUNDED,354529,,Cardano Use Cases Product,ADA,112452,https://app.ideascaleapp.eu/t/UCNZfNe,66,48,39,72.73%,81.25%,4.16,3.81,3.81
Fund11,AdaStream - Decentralized File Hosting Incentivised via Ada Payments,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/adastream-decentralized-file-hosting-incentivised-via-ada-payments,2.74,350,50553195,27502263,0,50553195,YES,300000,NOT FUNDED,31676,Over Budget,Cardano Use Cases Solution,ADA,113433,https://app.ideascaleapp.eu/t/UCNZfej,57,38,36,66.67%,94.74%,3.09,2.78,2.34
Fund11,AdaTube - The largest Spanish-speaking educational channel,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/adatube-the-largest-spanish-speaking-educational-channel,3.58,585,39972674,15758178,0,39972674,NO,193000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,110106,https://app.ideascaleapp.eu/t/UCNZelB,90,65,33,72.22%,50.77%,3.96,3.51,3.28
Fund11,AdaVocacy for Ugandan Universities,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/adavocacy-for-ugandan-universities,3.82,201,21435239,13081510,0,21435239,NO,67570,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112898,https://app.ideascaleapp.eu/t/UCNZfUx,54,39,36,72.22%,92.31%,4.04,3.8,3.62
Fund11,Adawell DAO: Wellness Initiatives on Cardano DAO Tools,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/adawell-dao-wellness-initiatives-on-cardano-dao-tools-50810,3.69,198,18560262,14071188,0,18560262,NO,15000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,111663,https://app.ideascaleapp.eu/t/UCNZfAi,50,33,30,66.00%,90.91%,3.75,3.83,3.48
Fund11,Add Catalyst voting function inside Mantium Wallet,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/add-catalyst-voting-function-inside-mantium-wallet,3.72,232,28693463,22982003,0,28693463,NO,58000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,111623,https://app.ideascaleapp.eu/t/UCNZe93,62,47,44,75.81%,93.62%,3.88,3.75,3.52
Fund11,Add social connectivity for Stakepool Operators and Delegators to HAZELnet,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/add-social-connectivity-for-stakepool-operators-and-delegators-to-hazelnet,4,312,46656916,28998282,0,46656916,YES,125000,NOT FUNDED,27529,Over Budget,Cardano Use Cases Product,ADA,110094,https://app.ideascaleapp.eu/t/UCNZekz,103,76,41,73.79%,53.95%,4.08,3.96,3.97
Fund11,Add support for Marlowe on Cardanoscan,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/add-support-for-marlowe-on-cardanoscan,3.94,562,152478202,16533240,0,152478202,YES,133000,FUNDED,96529,,Cardano Use Cases Product,ADA,113980,https://app.ideascaleapp.eu/t/UCNZfnh,59,43,39,72.88%,90.70%,4.26,4.02,3.53
Fund11,Adding DApps functionality to the mobile version of Yoroi Light Wallet,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/adding-dapps-functionality-to-the-mobile-version-of-yoroi-light-wallet,3.45,312,34255615,29998706,0,34255615,NO,200000,NOT FUNDED,8153,Approval Threshold,Cardano Open Developers,ADA,111537,https://app.ideascaleapp.eu/t/UCNZe8e,57,43,39,75.44%,90.70%,3.81,3.38,3.15
Fund11,Advancing Community Governance Tooling on Andamio,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/advancing-community-governance-tooling-on-andamio-d942c,3.99,205,22241087,16325335,0,22241087,NO,109400,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,111699,https://app.ideascaleapp.eu/t/UCNZfBI,51,30,27,58.82%,90.00%,3.93,4.18,3.87
Fund11,Advancing Remostart Fund 9 Job Shadowing Platform POC into a Cardano powered MVP Dapp,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/advancing-remostart-fund-9-job-shadowing-platform-poc-into-a-cardano-powered-mvp-dapp,3.92,226,36249138,26282414,0,36249138,NO,180000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,112550,https://app.ideascaleapp.eu/t/UCNZfPF,41,29,29,70.73%,100.00%,4.1,3.83,3.83
Fund11,"AERION : Network State of BEING Operating System - Malta , Palau , Bali",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/aerion-network-state-of-being-operating-system-malta-palau-bali,3.19,263,27353880,19707903,0,27353880,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,112943,https://app.ideascaleapp.eu/t/UCNZfVh,46,35,34,76.09%,97.14%,3.27,3.18,3.11
Fund11,African Fashion NFT on Cardano,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/african-fashion-nft-on-cardano,3.67,294,14402544,43272179,0,14402544,NO,70000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,114400,https://app.ideascaleapp.eu/t/UCNZfua,51,34,26,66.67%,76.47%,3.75,3.65,3.61
Fund11,African games Reward,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/african-games-reward,2.8,304,20564349,36967670,0,20564349,NO,58000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113195,https://app.ideascaleapp.eu/t/UCNZfap,64,34,30,53.13%,88.24%,2.93,2.89,2.58
Fund11,African Journalists for Blockchain - AJEOT 2024,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/african-journalists-for-blockchain-ajeot-2024,4.07,218,27474088,12989116,0,27474088,NO,45000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,114323,https://app.ideascaleapp.eu/t/UCNZftJ,50,44,35,88.00%,79.55%,4.32,4,3.89
Fund11,Afrocharts | Web3 Artist Portal (Awen),Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/afrocharts-or-web3-artist-portal-awen,4.23,334,62244218,17958983,0,62244218,YES,100000,FUNDED,3559966,,Cardano Use Cases Concept,ADA,113774,https://app.ideascaleapp.eu/t/UCNZfkJ,68,51,45,75.00%,88.24%,4.33,4.28,4.07
Fund11,Agro Technology Cardano: IoT Sensors + Real time monitoring app,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/agro-technology-cardano-iot-sensors-real-time-monitoring-app,3.4,292,34098560,15629267,0,34098560,NO,130000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,113785,https://app.ideascaleapp.eu/t/UCNZfkU,44,34,33,77.27%,97.06%,3.62,3.47,3.11
Fund11,AgroTechnology Cardano,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/agrotechnology-cardano,4.14,442,68629130,17877846,0,68629130,YES,100000,FUNDED,4056954,,Cardano Use Cases Concept,ADA,110398,https://app.ideascaleapp.eu/t/UCNZepy,88,54,32,61.36%,59.26%,4.33,4.09,4.01
Fund11,AI-Driven Interactive Platform for Cardano Smart Contracts,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/ai-driven-interactive-platform-for-cardano-smart-contracts,3.75,372,64355951,15578695,0,64355951,YES,97000,FUNDED,3759966,,Cardano Use Cases Concept,ADA,114225,https://app.ideascaleapp.eu/t/UCNZfri,46,31,30,67.39%,96.77%,4.15,3.63,3.47
Fund11,AI-powered Job Seeking and Talent Scouting Through Tokenized and Authenticated Credentials,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/ai-powered-job-seeking-and-talent-scouting-through-tokenized-and-authenticated-credentials,2.97,290,40025018,17722068,0,40025018,NO,70000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,110676,https://app.ideascaleapp.eu/t/UCNZeuW,72,46,35,63.89%,76.09%,3.36,2.72,2.83
Fund11,AI4M: Predicting Malaria outbreaks through Cardano and AI,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/ai4m-predicting-malaria-outbreaks-through-cardano-and-ai,3.27,295,42790679,17009732,0,42790679,NO,70000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,111218,https://app.ideascaleapp.eu/t/UCNZe3P,51,31,28,60.78%,90.32%,3.31,3.34,3.15
Fund11,AIBIS -ALL MARKET IN TOUCH,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/aibis-all-market-in-touch,3.02,255,19941363,18792340,0,19941363,NO,30000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113874,https://app.ideascaleapp.eu/t/UCNZflx,47,36,34,76.60%,94.44%,3.22,2.99,2.84
Fund11,Aiken Open-Source Smart Contract Library [by MeshJS & TrustLevel],Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/aiken-open-source-smart-contract-library-by-meshjs-and-trustlevel,4.43,711,286649942,17836629,0,286649942,YES,113200,FUNDED,10922800,,Cardano Open Developers,ADA,112062,https://app.ideascaleapp.eu/t/UCNZfHF,86,67,39,77.91%,58.21%,4.57,4.41,4.31
Fund11,"Alternative Catalyst voting schemes with new crypto protocols by IOG Research, Photrek, and the Catalyst Team",Catalyst Systems Improvements: Discovery,https://projectcatalyst.io/funds/11/catalyst-systems-improvements-discovery/alternative-catalyst-voting-schemes-with-new-crypto-protocols-by-iog-research-photrek-and-the-catalyst-team,4.38,1858,374720148,26011404,0,374720148,YES,500000,FUNDED,500000,,Catalyst Systems Improvements D,ADA,113486,https://app.ideascaleapp.eu/t/UCNZffb,81,56,32,69.14%,57.14%,4.48,4.37,4.3
Fund11,AMA with Cross-Chain Communities (part 2),Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/ama-with-cross-chain-communities-part-2,4,198,19814677,15121733,0,19814677,NO,16392,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,110174,https://app.ideascaleapp.eu/t/UCNZemI,85,58,36,68.24%,62.07%,4.01,4.12,3.87
Fund11,Amharic Cardano: YouTube Channel for the Amharic Speaking Community,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/amharic-cardano-youtube-channel-for-the-amharic-speaking-community,3.61,192,25889574,18882103,0,25889574,NO,65800,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112279,https://app.ideascaleapp.eu/t/UCNZfKo,52,34,32,65.38%,94.12%,3.7,3.7,3.43
Fund11,AmharicChain Academy App,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/amharicchain-academy-app,3.67,262,23203702,17380872,0,23203702,NO,30450,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,112928,https://app.ideascaleapp.eu/t/UCNZfVR,57,40,36,70.18%,90.00%,3.96,3.42,3.63
Fund11,AMPD: Unlock Sustainable Creativity,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/ampd-unlock-sustainable-creativity,3.75,304,29374509,21793625,0,29374509,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,112465,https://app.ideascaleapp.eu/t/UCNZfNr,49,26,26,53.06%,100.00%,3.73,3.88,3.65
Fund11,AMPDid: Effortless Web3 Authentication,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/ampdid-effortless-web3-authentication,4.04,288,37895681,22348104,0,37895681,NO,276000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,112460,https://app.ideascaleapp.eu/t/UCNZfNm,48,33,32,68.75%,96.97%,4.43,3.98,3.7
Fund11,AMPDSub: Smart-Subscription made easy,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/ampdsub-smart-subscription-made-easy,3.79,303,37593466,17522576,0,37593466,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,112467,https://app.ideascaleapp.eu/t/UCNZfNt,54,39,39,72.22%,100.00%,4.1,3.59,3.69
Fund11,An Educational Content and Media Support Plan for the longevity of Cardano Adoption,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/an-educational-content-and-media-support-plan-for-the-longevity-of-cardano-adoption,2.94,214,25565398,14671025,0,25565398,NO,120000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,111536,https://app.ideascaleapp.eu/t/UCNZe8d,56,38,36,67.86%,94.74%,3.64,2.63,2.54
Fund11,Anastasia Labs - Lucid Evolution: Redefining Off-Chain Transactions in Cardano,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/anastasia-labs-lucid-evolution-redefining-off-chain-transactions-in-cardano,4.25,534,174614969,13531183,0,174614969,YES,200000,FUNDED,8793519,,Cardano Open Developers,ADA,112414,https://app.ideascaleapp.eu/t/UCNZfM1,60,44,31,73.33%,70.45%,4.42,4.37,3.97
Fund11,Anastasia Labs X Maestro - Plug 'n Play 2.0,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/anastasia-labs-x-maestro-plug-n-play-20,4.07,626,161953500,30227455,0,161953500,YES,300000,FUNDED,534829,,Cardano Use Cases Product,ADA,113427,https://app.ideascaleapp.eu/t/UCNZfed,56,41,38,73.21%,92.68%,4.15,4.21,3.84
Fund11,Anastasia Labs X MoneyKit - Transaction Manifests & FinTech Platform Integration for Cardano,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/anastasia-labs-x-moneykit-transaction-manifests-and-fintech-platform-integration-for-cardano,3.91,460,67275828,22127254,0,67275828,YES,400000,NOT FUNDED,52529,Over Budget,Cardano Use Cases Product,ADA,114199,https://app.ideascaleapp.eu/t/UCNZfrH,47,39,37,82.98%,94.87%,4.16,4.01,3.55
Fund11,Andamio - Gamechanger & Helios PBL course,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/andamio-gamechanger-and-helios-pbl-course,3.49,309,38282943,16729192,0,38282943,NO,50000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112215,https://app.ideascaleapp.eu/t/UCNZfJl,52,36,34,69.23%,94.44%,3.81,3.38,3.28
Fund11,Andamio (Core Team): Learning & Contribution Platform,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/andamio-core-team-learning-and-contribution-platform,4.34,394,72095744,28500786,0,72095744,YES,259753,NOT FUNDED,61676,Over Budget,Cardano Use Cases Solution,ADA,113692,https://app.ideascaleapp.eu/t/UCNZfiy,71,49,29,69.01%,59.18%,4.44,4.42,4.16
Fund11,Android native version of Mantium Wallet,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/android-native-version-of-mantium-wallet,3.84,307,23004009,23707747,0,23004009,NO,550000,NOT FUNDED,27529,Approval Threshold,Cardano Use Cases Product,ADA,110928,https://app.ideascaleapp.eu/t/UCNZeyf,78,61,43,78.21%,70.49%,4,4.03,3.49
Fund11,AnetaBTC V2 - Decentralized Wrapping Protocol,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/anetabtc-v2-decentralized-wrapping-protocol,3.89,485,83884056,28950793,0,83884056,YES,384000,NOT FUNDED,52529,Over Budget,Cardano Use Cases Product,ADA,113791,https://app.ideascaleapp.eu/t/UCNZfkb,64,39,31,60.94%,79.49%,3.98,3.92,3.77
Fund11,Anti Research Fraud dApp: Qualtrics-Cardano Integration,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/anti-research-fraud-dapp-qualtrics-cardano-integration,4.13,361,46407982,12304899,0,46407982,YES,40000,FUNDED,1164353,,Cardano Use Cases Concept,ADA,110862,https://app.ideascaleapp.eu/t/UCNZexa,66,43,32,65.15%,74.42%,4.26,4.17,3.96
Fund11,Anvil - Open Source - Metadata Validator,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/anvil-open-source-metadata-validator,3.88,345,79994592,20291541,0,79994592,YES,160000,FUNDED,3714299,,Cardano Open Developers,ADA,113437,https://app.ideascaleapp.eu/t/UCNZfen,51,31,29,60.78%,93.55%,4.35,3.9,3.4
Fund11,Anvil - Open Source - Universal Wallet Connector,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/anvil-open-source-universal-wallet-connector,3.9,445,151019426,19884485,0,151019426,YES,90000,FUNDED,7572088,,Cardano Open Developers,ADA,113428,https://app.ideascaleapp.eu/t/UCNZfee,48,34,31,70.83%,91.18%,4.27,3.68,3.76
