Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Ccy,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Funding category,proposal_id,URL,No. Assessments,# valid reviews,"# allocated
(out of valid)",% of valid,"% of allocated
(out of valid)","Impact
score","Feasibility
score","Value for money
score"
Fund12,Gamification of Liquidity Pools by Tavern Squad,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/gamification-of-liquidity-pools-by-tavern-squad,3.76,163,8122518,44719664,0,8122518,ADA,NO,55000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122238,https://app.ideascaleapp.eu/t/UCNZh04,96,63,63,65.63%,100.00%,3.87,3.81,3.59
Fund12,Gaming demonstration of multi-asset transactions,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/gaming-demonstration-of-multi-asset-transactions,4.14,152,24705544,40886165,0,24705544,ADA,NO,75000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122771,https://app.ideascaleapp.eu/t/UCNZh9o,114,76,75,66.67%,98.68%,4.24,4.13,4.05
Fund12,Gasless Tx Library: Empowering Cardano dApps & DAOs to Sponsor Gas Fees to Increase User Base and Adoption - Open-source,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/gasless-tx-library-empowering-cardano-dapps-and-daos-to-sponsor-gas-fees-to-increase-user-base-and-adoption-open-source,4.10,330,78832855,32283569,0,78832855,ADA,YES,120000,NOT FUNDED,743,Over Budget,Cardano Open Developers,122985,https://app.ideascaleapp.eu/t/UCNZiDJ,114,74,74,64.91%,100.00%,4.35,4.11,3.85
Fund12,"GenAI developer platform to build, test, audit, deploy & secure dApps on Cardano",Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/genai-developer-platform-to-build-test-audit-deploy-and-secure-dapps-on-cardano,4.21,166,22747847,113837590,0,22747847,ADA,NO,170000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,123039,https://app.ideascaleapp.eu/t/UCNZiEC,112,71,71,63.39%,100.00%,4.34,4.28,4
Fund12,Genius Yield | Add support for USDM/CNT trading pairs,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/genius-yield-or-add-support-for-usdmcnt-trading-pairs,4.03,616,127888990,46931085,0,127888990,ADA,YES,22222,FUNDED,63006,,Cardano Use Cases Product,122419,https://app.ideascaleapp.eu/t/UCNZh32,116,70,70,60.34%,100.00%,4.01,4.21,3.86
Fund12,Genius Yield | Atlas 2.0: PAB improvements and advanced UTxO features,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/genius-yield-or-atlas-20-pab-improvements-and-advanced-utxo-features,4.35,653,163421381,43044013,0,163421381,ADA,YES,257777,FUNDED,1705728,,Cardano Use Cases Product,123615,https://app.ideascaleapp.eu/t/UCNZiNe,120,73,70,60.83%,95.89%,4.41,4.44,4.21
Fund12,Genius Yield | Easily swap +40 reward tokens in one transaction,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/genius-yield-or-easily-swap-40-reward-tokens-in-one-transaction,4.07,574,121620084,50867620,0,121620084,ADA,YES,142222,NOT FUNDED,63006,Over Budget,Cardano Use Cases Product,123545,https://app.ideascaleapp.eu/t/UCNZiMU,110,61,59,55.45%,96.72%,4.23,4.32,3.66
Fund12,Genius Yield | Options trading platform on Cardano,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/genius-yield-or-options-trading-platform-on-cardano,4.00,616,141277190,123119369,0,141277190,ADA,YES,306666,NOT FUNDED,270228,Over Budget,Cardano Use Cases Product,123553,https://app.ideascaleapp.eu/t/UCNZiMd,110,65,61,59.09%,93.85%,4.29,3.99,3.73
Fund12,Genius Yield | Regulatory-compliant RWA swaps,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/genius-yield-or-regulatory-compliant-rwa-swaps,4.13,658,167712818,40516695,0,167712818,ADA,YES,462222,FUNDED,1963505,,Cardano Use Cases Product,122423,https://app.ideascaleapp.eu/t/UCNZh36,111,75,75,67.57%,100.00%,4.47,4.08,3.85
Fund12,genun | Cardano Clash eSports Event featuring Ascent: Rivals,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/genun-or-cardano-clash-esports-event-featuring-ascent-rivals,3.62,171,23235012,51509962,0,23235012,ADA,NO,64864,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123212,https://app.ideascaleapp.eu/t/UCNZiG2,111,78,77,70.27%,98.72%,3.8,3.6,3.46
Fund12,genun | eSport Sponsorship Solution - Ascent: Rivals,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/genun-or-esport-sponsorship-solution-ascent-rivals,4.01,217,28005549,55506491,0,28005549,ADA,NO,199428,NOT FUNDED,10306,Approval Threshold,Cardano Use Cases Product,123504,https://app.ideascaleapp.eu/t/UCNZiLp,124,79,76,63.71%,96.20%,4.09,4.16,3.78
Fund12,genun | Non-Predatory Betting Protocol in Ascent: Rivals,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/genun-or-non-predatory-betting-protocol-in-ascent-rivals,3.81,262,55430063,52746258,0,55430063,ADA,YES,182823,NOT FUNDED,743,Over Budget,Cardano Open Developers,122956,https://app.ideascaleapp.eu/t/UCNZiCq,105,77,77,73.33%,100.00%,3.99,3.73,3.71
Fund12,genun | wallet to steam account linking feat. Ascent: Rivals,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/genun-or-wallet-to-steam-account-linking-feat-ascent-rivals,4.31,249,42552761,42129741,0,42552761,ADA,NO,71428,NOT FUNDED,10306,Approval Threshold,Cardano Use Cases Product,123409,https://app.ideascaleapp.eu/t/UCNZiKG,111,70,69,63.06%,98.57%,4.47,4.33,4.14
Fund12,Gimbalabs - Flagship Course for Aiken,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/gimbalabs-flagship-course-for-aiken,4.25,488,129515884,30636870,0,129515884,ADA,YES,200000,FUNDED,7127110,,Cardano Open Developers,120959,https://app.ideascaleapp.eu/t/UCNZhf6,106,68,67,64.15%,98.53%,4.43,4.18,4.13
Fund12,Gingerbread Squad Adult Animated Series on Cardano,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/gingerbread-squad-adult-animated-series-on-cardano,3.30,171,16761907,50854807,0,16761907,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122702,https://app.ideascaleapp.eu/t/UCNZh8g,98,60,60,61.22%,100.00%,3.58,3.17,3.15
Fund12,Gluon Stablecoin Protocol - Research Paper and Formal Verification,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/gluon-stablecoin-protocol-research-paper-and-formal-verification,4.41,246,51520113,40291287,0,51520113,ADA,YES,100000,FUNDED,3760301,,Cardano Use Cases Concept,120975,https://app.ideascaleapp.eu/t/UCNZhgM,107,65,65,60.75%,100.00%,4.45,4.58,4.2
Fund12,Golang SDK for CardanoBI API,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/golang-sdk-for-cardanobi-api,3.83,271,36729198,53507975,0,36729198,ADA,NO,19950,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,119207,https://app.ideascaleapp.eu/t/UCNZhCN,114,65,61,57.02%,93.85%,3.85,3.87,3.76
Fund12,Governance Platform: Cardano Voltaire CIP-1694 DReps Transparency & Community Portal,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/governance-platform-cardano-voltaire-cip-1694-dreps-transparency-and-community-portal,4.11,371,102169914,16866184,0,102169914,ADA,YES,199893,FUNDED,3869918,,Cardano Open Developers,121952,https://app.ideascaleapp.eu/t/UCNZhwN,114,77,77,67.54%,100.00%,4.16,4.22,3.94
Fund12,"Governance, Mentorship and Educational Outreach in 5 Central America Countries",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/governance-mentorship-and-educational-outreach-in-5-central-america-countries,3.81,166,32067185,52010346,0,32067185,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122592,https://app.ideascaleapp.eu/t/UCNZh6s,107,70,70,65.42%,100.00%,3.97,3.83,3.64
Fund12,"Governance, Mentorship and Educational Outreach in 5 South America Countries",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/governance-mentorship-and-educational-outreach-in-5-south-america-countries,3.95,176,57247753,31006795,0,57247753,ADA,YES,100000,FUNDED,1123732,,Cardano Open Ecosystem,122583,https://app.ideascaleapp.eu/t/UCNZh6j,109,76,76,69.72%,100.00%,4.11,3.96,3.79
Fund12,Grabbit | Onchain Charity Registry,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/grabbit-or-onchain-charity-registry,3.80,251,50737014,105172108,0,50737014,ADA,YES,121882,NOT FUNDED,743,Over Budget,Cardano Open Developers,122919,https://app.ideascaleapp.eu/t/UCNZiCE,101,63,63,62.38%,100.00%,4.02,3.71,3.68
Fund12,Grassroots Governance Community Forums,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/grassroots-governance-community-forums-5fe33,4.15,160,42770755,41439924,0,42770755,ADA,NO,47660,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122699,https://app.ideascaleapp.eu/t/UCNZh8d,106,71,71,66.98%,100.00%,4.17,4.3,3.99
Fund12,"Greek OdyC DAO: Ecosystem awareness through nationwide scientific survey, educational conferences and multifunctional Web3 enabled hub.",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/greek-odyc-dao-ecosystem-awareness-through-nationwide-scientific-survey-educational-conferences-and-multifunctional-web3-enabled-hub,3.91,187,45404713,30947464,0,45404713,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,118939,https://app.ideascaleapp.eu/t/UCNZg7z,127,85,78,66.93%,91.76%,4.08,3.87,3.78
Fund12,GridRepublic LLM: Intelligence-as-a-Service for the Cardano Ecosystem,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/gridrepublic-llm-intelligence-as-a-service-for-the-cardano-ecosystem,4.09,165,42034238,45234131,0,42034238,ADA,NO,280000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,122743,https://app.ideascaleapp.eu/t/UCNZh9L,108,66,66,61.11%,100.00%,4.24,4.2,3.82
Fund12,Griffin: A Substrate node that supports Plutus by TxPipe,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/griffin-a-substrate-node-that-supports-plutus-by-txpipe,4.09,444,124018342,32432670,0,124018342,ADA,YES,198750,FUNDED,6070660,,Cardano Open Developers,122498,https://app.ideascaleapp.eu/t/UCNZh5K,113,66,66,58.41%,100.00%,4.2,4.17,3.89
Fund12,Grow Cardano DeFi with transparent on-chain Fund Management platform,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/grow-cardano-defi-with-transparent-on-chain-fund-management-platform,4.14,232,96071870,113950699,0,96071870,ADA,YES,250000,FUNDED,557100,,Cardano Use Cases MVP,121780,https://app.ideascaleapp.eu/t/UCNZhtY,120,82,82,68.33%,100.00%,4.37,4.15,3.91
Fund12,Guide to introduce Vietnamese children to the Cardano ecosystem,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/guide-to-introduce-vietnamese-children-to-the-cardano-ecosystem,3.09,186,44231911,49095395,0,44231911,ADA,NO,29600,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,120358,https://app.ideascaleapp.eu/t/UCNZhVF,108,60,59,55.56%,98.33%,3.45,2.84,2.98
Fund12,"GuruAda - Book Video Chat Sessions with experts, developers, entrepreneurs and gurus + Web3 ADA crypto payments",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/guruada-book-video-chat-sessions-with-experts-developers-entrepreneurs-and-gurus-web3-ada-crypto-payments,4.02,204,15321060,47440728,0,15321060,ADA,NO,99957,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,121385,https://app.ideascaleapp.eu/t/UCNZhm5,117,72,72,61.54%,100.00%,4.1,4.14,3.83
Fund12,Hands-on marketing: universities and tech hubs,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/hands-on-marketing-universities-and-tech-hubs,3.73,167,20959827,44817470,0,20959827,ADA,NO,35000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123658,https://app.ideascaleapp.eu/t/UCNZiOL,131,93,77,70.99%,82.80%,3.83,3.76,3.59
Fund12,Harar Studio: Real-World Asset Tokenization,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/harar-studio-real-world-asset-tokenization,4.10,176,21570068,41917059,0,21570068,ADA,NO,147030,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,121510,https://app.ideascaleapp.eu/t/UCNZho8,106,62,60,58.49%,96.77%,4.18,4.08,4.03
Fund12,HarvestHub | a decentralized marketplace on the cardano blockchain,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/harvesthub-or-a-decentralized-marketplace-on-the-cardano-blockchain,3.37,142,17901975,45794942,0,17901975,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,123114,https://app.ideascaleapp.eu/t/UCNZiFQ,111,77,76,69.37%,98.70%,3.74,3.21,3.15
Fund12,HealthPilot: Navigating a New Era in Healthcare with AI and Blockchain Innovation,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/healthpilot-navigating-a-new-era-in-healthcare-with-ai-and-blockchain-innovation,4.16,220,59706453,41964349,0,59706453,ADA,YES,120000,NOT FUNDED,16600,Over Budget,Cardano Use Cases MVP,118732,https://app.ideascaleapp.eu/t/UCNZg4b,200,121,72,60.50%,59.50%,4.29,4.19,4
Fund12,Helping Daniel: AI-Powered Education for Catalyst Community Support,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/helping-daniel-ai-powered-education-for-catalyst-community-support,3.86,172,12300292,47373114,0,12300292,ADA,NO,97125,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122199,https://app.ideascaleapp.eu/t/UCNZh0Q,105,73,72,69.52%,98.63%,3.97,3.72,3.9
Fund12,Hike2NFT - NFT Hiking Scavenger Hunt,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/hike2nft-nft-hiking-scavenger-hunt-e63c4,3.94,154,26116169,43911627,0,26116169,ADA,NO,97435,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122444,https://app.ideascaleapp.eu/t/UCNZh4R,112,73,73,65.18%,100.00%,4.14,3.82,3.86
Fund12,"HiW3 - Humans in Web3, a recruitment and consulting services provider",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/hiw3-humans-in-web3-a-recruitment-and-consulting-services-provider,3.79,152,9696308,46296253,0,9696308,ADA,NO,68880,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123527,https://app.ideascaleapp.eu/t/UCNZiMC,113,79,70,69.91%,88.61%,4.02,3.87,3.48
Fund12,"Hlabs: a radically different approach for AMM swaps, trustless and deterministic (1 tx)",Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/hlabs-a-radically-different-approach-for-amm-swaps-trustless-and-deterministic-1-tx,3.53,319,138968469,52196670,0,138968469,ADA,YES,300000,FUNDED,3203450,,Cardano Use Cases MVP,120312,https://app.ideascaleapp.eu/t/UCNZhUU,104,72,69,69.23%,95.83%,3.8,3.5,3.29
Fund12,Hlabs: CIP-113 - Finalize the standard for assets with programmability over transfers,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/hlabs-cip-113-finalize-the-standard-for-assets-with-programmability-over-transfers,3.83,433,206402130,34698829,0,206402130,ADA,YES,200000,FUNDED,9173000,,Cardano Open Developers,120311,https://app.ideascaleapp.eu/t/UCNZhUT,116,74,72,63.79%,97.30%,3.99,3.9,3.61
Fund12,Hlabs: Mutexo - an UTxO coordination layer,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/hlabs-mutexo-an-utxo-coordination-layer,4.02,417,115307584,39119980,0,115307584,ADA,YES,200000,FUNDED,5137960,,Cardano Open Developers,120310,https://app.ideascaleapp.eu/t/UCNZhUS,106,66,65,62.26%,98.48%,4.11,4.2,3.75
Fund12,hodlCoin Staking Platform for Cardano Tokens,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/hodlcoin-staking-platform-for-cardano-tokens,3.86,189,24378729,45477638,0,24378729,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,120978,https://app.ideascaleapp.eu/t/UCNZhgP,121,81,80,66.94%,98.77%,3.73,4.15,3.7
Fund12,Hotel Guest Loyalty Reward System Open Source API,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/hotel-guest-loyalty-reward-system-open-source-api,4.21,242,78601290,39783819,0,78601290,ADA,YES,97700,FUNDED,6313097,,Cardano Use Cases Concept,119878,https://app.ideascaleapp.eu/t/UCNZhNN,111,69,69,62.16%,100.00%,4.3,4.22,4.1
Fund12,Hotel Room Booking and Payments on Cardano - A Real World Use Case,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/hotel-room-booking-and-payments-on-cardano-a-real-world-use-case,4.31,320,93760502,43749361,0,93760502,ADA,YES,100000,FUNDED,7003750,,Cardano Use Cases Concept,121551,https://app.ideascaleapp.eu/t/UCNZhpo,107,68,67,63.55%,98.53%,4.26,4.41,4.26
Fund12,Hugs not Rugs - A platform to salvage your old NFT's to earn passive tokens.,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/hugs-not-rugs-a-platform-to-salvage-your-old-nfts-to-earn-passive-tokens,3.42,173,8795687,49316739,0,8795687,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,123309,https://app.ideascaleapp.eu/t/UCNZiId,110,63,61,57.27%,96.83%,3.67,3.29,3.3
Fund12,Hungry App: food ordering service with low takeout fees and high driver pay,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/hungry-app-food-ordering-service-with-low-takeout-fees-and-high-driver-pay-0eb7b,4.29,241,33895930,44943275,0,33895930,ADA,NO,210000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,122330,https://app.ideascaleapp.eu/t/UCNZh2a,94,64,64,68.09%,100.00%,4.39,4.27,4.22
Fund12,Hydra-Enabled Accounting and Micropayments System,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/hydra-enabled-accounting-and-micropayments-system,3.86,307,111640452,43572318,0,111640452,ADA,YES,296750,FUNDED,1406700,,Cardano Use Cases MVP,120893,https://app.ideascaleapp.eu/t/UCNZhe1,99,68,67,68.69%,98.53%,4.13,3.69,3.77
Fund12,HydroGenuine - Open source track and trace platform with green energy use-case on Cardano,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/hydrogenuine-open-source-track-and-trace-platform-with-green-energy-use-case-on-cardano,4.00,296,64786625,46503460,0,64786625,ADA,YES,200000,NOT FUNDED,743,Over Budget,Cardano Open Developers,120180,https://app.ideascaleapp.eu/t/UCNZhSK,116,78,75,67.24%,96.15%,4.18,4,3.83
Fund12,Hyperledger Identus Feature Development,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/hyperledger-identus-feature-development,4.22,329,49807357,40815523,0,49807357,ADA,YES,200000,NOT FUNDED,743,Over Budget,Cardano Open Developers,122164,https://app.ideascaleapp.eu/t/UCNZhzr,102,62,62,60.78%,100.00%,4.4,4.4,3.87
Fund12,Iagon Network Explorer V1,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/iagon-network-explorer-v1,3.99,606,262479600,46702356,0,262479600,ADA,YES,218750,FUNDED,7281250,,Cardano Use Cases MVP,123358,https://app.ideascaleapp.eu/t/UCNZiJQ,113,67,65,59.29%,97.01%,4.12,3.96,3.9
